omega,S_connected_symmetrized
-3.664152040858857617e+01,0.000000000000000000e+00
-3.662319964838427921e+01,0.000000000000000000e+00
-3.660487888817998936e+01,0.000000000000000000e+00
-3.658655812797569240e+01,0.000000000000000000e+00
-3.656823736777140255e+01,0.000000000000000000e+00
-3.654991660756710559e+01,0.000000000000000000e+00
-3.653159584736280863e+01,0.000000000000000000e+00
-3.651327508715851877e+01,0.000000000000000000e+00
-3.649495432695422181e+01,0.000000000000000000e+00
-3.647663356674992485e+01,0.000000000000000000e+00
-3.645831280654563500e+01,0.000000000000000000e+00
-3.643999204634133804e+01,0.000000000000000000e+00
-3.642167128613704818e+01,0.000000000000000000e+00
-3.640335052593275122e+01,0.000000000000000000e+00
-3.638502976572845427e+01,0.000000000000000000e+00
-3.636670900552416441e+01,0.000000000000000000e+00
-3.634838824531986745e+01,0.000000000000000000e+00
-3.633006748511557049e+01,0.000000000000000000e+00
-3.631174672491128064e+01,0.000000000000000000e+00
-3.629342596470698368e+01,0.000000000000000000e+00
-3.627510520450269382e+01,0.000000000000000000e+00
-3.625678444429839686e+01,0.000000000000000000e+00
-3.623846368409409990e+01,0.000000000000000000e+00
-3.622014292388981005e+01,0.000000000000000000e+00
-3.620182216368551309e+01,0.000000000000000000e+00
-3.618350140348121613e+01,0.000000000000000000e+00
-3.616518064327692628e+01,0.000000000000000000e+00
-3.614685988307262932e+01,0.000000000000000000e+00
-3.612853912286833946e+01,0.000000000000000000e+00
-3.611021836266404250e+01,0.000000000000000000e+00
-3.609189760245974554e+01,0.000000000000000000e+00
-3.607357684225545569e+01,0.000000000000000000e+00
-3.605525608205115873e+01,0.000000000000000000e+00
-3.603693532184686177e+01,0.000000000000000000e+00
-3.601861456164257191e+01,0.000000000000000000e+00
-3.600029380143827495e+01,0.000000000000000000e+00
-3.598197304123398510e+01,0.000000000000000000e+00
-3.596365228102968814e+01,0.000000000000000000e+00
-3.594533152082539118e+01,0.000000000000000000e+00
-3.592701076062110133e+01,0.000000000000000000e+00
-3.590869000041680437e+01,0.000000000000000000e+00
-3.589036924021250741e+01,0.000000000000000000e+00
-3.587204848000821755e+01,0.000000000000000000e+00
-3.585372771980392059e+01,0.000000000000000000e+00
-3.583540695959963074e+01,0.000000000000000000e+00
-3.581708619939533378e+01,0.000000000000000000e+00
-3.579876543919103682e+01,0.000000000000000000e+00
-3.578044467898674696e+01,0.000000000000000000e+00
-3.576212391878245000e+01,0.000000000000000000e+00
-3.574380315857815305e+01,0.000000000000000000e+00
-3.572548239837386319e+01,0.000000000000000000e+00
-3.570716163816956623e+01,0.000000000000000000e+00
-3.568884087796527638e+01,0.000000000000000000e+00
-3.567052011776097942e+01,0.000000000000000000e+00
-3.565219935755668246e+01,0.000000000000000000e+00
-3.563387859735239260e+01,0.000000000000000000e+00
-3.561555783714809564e+01,0.000000000000000000e+00
-3.559723707694379868e+01,0.000000000000000000e+00
-3.557891631673950883e+01,0.000000000000000000e+00
